hla,n_pools,pool_size,window,floor,analytic_ceiling,block,interleave,search_best
A*02:01,10,50,95,0.47368421052631576,0.5263157894736842,0.5263157894736843,0.5,0.5263157894736843
B*40:01,10,50,95,0.47368421052631576,0.5263157894736842,0.5263157894736843,0.5,0.5263157894736843
