# x r_nonself median
0 0.0001 0.03426279667520651
1 0.00011794394280476054 0.012041744715012041
2 0.00048009003241013536 0.008823529411764706
3 0.00013847624967111075 0.0010616498388444397
4 0.0001 0.02646415269141977
5 0.0002383700482332415 0.0018950184501845017
6 0.0002289370316898436 0.0001
7 0.00012358377552664242 0.0005866083986769267
8 0.0001 0.0001
9 0.00019026503028755418 0.0001
