# x r_nonself median
0 0.0001 0.05061461901064793
1 0.0005764398452207828 0.013089490796688617
2 0.0015636486958297679 0.035269709543568464
3 0.0007283842856029595 0.010416666666666666
4 0.001232285890326556 0.029242263987199306
5 0.0005053077894431237 0.006644591611479029
6 0.00036830347313497754 0.0001
7 0.0001 0.0001
8 0.00014250021965980477 0.0001
9 0.0005647625312101693 0.0001
