# x cohort gene_bias_z gene_bias_z_lo gene_bias_z_hi mi_z mi_z_lo mi_z_hi
0 tcrvdb_true 10.818082841884227 7.778288792548873 13.436387523067891 5.8792736069988285 4.106724781643385 8.063912645579741
1 vdjdb_hq 21.443700845305724 11.73933280689926 30.785032597940024 11.277619046882915 7.003100980402147 16.537668122041946
2 vdjdb_lq 4.04164378382054 0.10105040438836124 10.995035117699182 4.570932790875048 -0.35310326409923004 9.779822005630594
3 tcrvdb_false 2.301754360598486 1.2833704347536097 4.100877400608982 7.2802343213907434 3.953062628613972 11.120611690697944
4 immrep25_pos 2.6215535787211945 0.8298739279488888 5.357338657820202 -0.061701744042345394 -0.4791287688164014 10.054696735008964
5 olga_random -0.010962270424195508 -0.6587886540404141 1.2218115420722524 -1.7763536839622346e-06 -0.1605215052070381 1.7763536839622346e-06
