# x cohort heldout_auc heldout_sd gap I_train I_heldout I_heldout_sd
0 tcrvdb_true 0.9444444444444444 0.01412985413151092 0.05555555555555554 0.9924301674591545 0.5882253706335712 0.016186776114263193
1 vdjdb_hq 0.6668801766299323 0.0023623360746577973 0.3318719110005978 4.203885274247436 0.23247573501957136 0.010994068269651111
2 immrep22_true 0.6961395473320617 0.00757560247435069 0.3038393407749051 2.656351288853823 0.32305385438430884 0.027508767850798997
3 vdjdb_lq 0.6342338949768471 0.005965751695857715 0.36446990434811 4.0029470309091915 0.1665103621531971 0.022972520074212452
4 tcrvdb_false 0.5935185185185186 0.036097813316048236 0.4064814814814815 0.9842419052822848 0.0074523026458269736 0.033838186940827054
5 immrep25_pos 0.6357903809061287 0.007041968136059547 0.3641682327946411 3.904374144405852 0.14022110429650841 0.01985074646357046
6 pairseq_mock 0.4920021052631579 0.0076493156864463185 0.5078654605263158 3.8776806277414573 0.0016722731979676726 0.018730266152437707
8 airr_control 0.49487789473684207 0.00468218377206041 0.505027697368421 3.899966649086912 0.01950630743902235 0.030004214674438374
9 olga_random 0.48555894736842103 0.008768464806866253 0.5142422368421051 3.862247971872416 -0.008372013997750791 0.030732806184497773
